transformer_id,region,zone_type,lat,lon,supply_kwh,meter_sum_kwh,loss_percent,risk_score,status,is_anomaly
TX-0254,Amritsar,Commercial/Old City,31.62443,74.86512,158.37,141.4,10.72,21.4,SAFE,0
TX-0255,Mullanpur,Rural/Agricultural,30.73151,76.66573,84.98,72.47,14.72,29.4,SAFE,0
TX-0256,Bathinda,Thermal/Industrial,30.25042,74.91469,270.97,240.32,11.31,22.6,SAFE,0
TX-0257,Bathinda,Thermal/Industrial,30.21291,74.90226,36.69,33.36,9.06,18.1,SAFE,0
TX-0258,Amritsar,Commercial/Old City,31.65201,74.84538,66.66,56.68,14.96,29.9,SAFE,0
TX-0259,Amritsar,Commercial/Old City,31.62029,74.92185,141.77,124.54,12.15,24.3,SAFE,0
TX-0260,Jalandhar,Mixed Urban,31.37217,75.5897,124.86,114.09,8.63,17.3,SAFE,0
TX-0261,Ludhiana,Industrial/Urban,30.93318,75.80742,309.11,271.93,12.03,24.1,SAFE,0
TX-0262,Bathinda,Thermal/Industrial,30.17298,74.99292,87.76,57.55,34.42,93.6,CRITICAL,1
TX-0263,Bathinda,Thermal/Industrial,30.17029,74.9212,320.67,280.05,12.67,25.3,SAFE,0
TX-0264,Mullanpur,Rural/Agricultural,30.73703,76.59961,262.8,222.48,15.34,30.7,WARNING,0
TX-0265,Bathinda,Thermal/Industrial,30.19563,74.91941,41.44,37.21,10.21,20.4,SAFE,0
TX-0266,Jalandhar,Mixed Urban,31.36333,75.54238,71.9,42.0,41.58,75.8,CRITICAL,1
TX-0267,Ludhiana,Industrial/Urban,30.86264,75.88904,155.16,138.57,10.69,21.4,SAFE,0
TX-0268,Patiala,Residential/Institutional,30.3688,76.36737,41.78,38.57,7.7,15.4,SAFE,0
TX-0269,Patiala,Residential/Institutional,30.32441,76.43446,343.39,309.68,9.82,19.6,SAFE,0
TX-0270,Ludhiana,Industrial/Urban,30.94328,75.85601,84.74,77.91,8.06,16.1,SAFE,0
TX-0271,Patiala,Residential/Institutional,30.32967,76.35154,37.73,33.97,9.99,20.0,SAFE,0
TX-0272,Jalandhar,Mixed Urban,31.284,75.60387,279.36,247.82,11.29,22.6,SAFE,0
TX-0273,Amritsar,Commercial/Old City,31.61178,74.90744,251.65,219.63,12.73,25.5,SAFE,0
TX-0274,Patiala,Residential/Institutional,30.32845,76.39334,70.71,61.4,13.17,26.3,SAFE,0
TX-0275,Bathinda,Thermal/Industrial,30.22295,74.92524,127.31,117.01,8.09,16.2,SAFE,0
TX-0276,Mullanpur,Rural/Agricultural,30.74764,76.61108,231.97,186.79,19.48,39.0,WARNING,0
TX-0277,Ludhiana,Industrial/Urban,30.87426,75.82938,47.86,43.66,8.77,17.5,SAFE,0
TX-0278,Bathinda,Thermal/Industrial,30.24966,74.94048,42.42,38.0,10.43,20.9,SAFE,0
TX-0279,Bathinda,Thermal/Industrial,30.19971,74.99188,138.63,128.34,7.42,14.8,SAFE,0
TX-0280,Bathinda,Thermal/Industrial,30.23703,74.90921,151.61,132.32,12.72,25.4,SAFE,0
TX-0281,Bathinda,Thermal/Industrial,30.25859,74.97565,36.14,32.88,9.03,18.1,SAFE,0
TX-0282,Patiala,Residential/Institutional,30.33524,76.42134,121.55,106.58,12.32,24.6,SAFE,0
TX-0283,Jalandhar,Mixed Urban,31.34117,75.60727,43.23,37.57,13.1,26.2,SAFE,0
TX-0284,Bathinda,Thermal/Industrial,30.17431,74.90571,264.37,237.55,10.14,20.3,SAFE,0
TX-0285,Bathinda,Thermal/Industrial,30.18894,74.98853,339.43,300.59,11.44,22.9,SAFE,0
TX-0286,Amritsar,Commercial/Old City,31.62263,74.86731,47.66,42.0,11.87,23.7,SAFE,0
TX-0287,Patiala,Residential/Institutional,30.30037,76.43573,155.53,144.26,7.25,14.5,SAFE,0
TX-0288,Patiala,Residential/Institutional,30.3557,76.41711,112.77,68.83,38.96,79.9,CRITICAL,1
TX-0289,Mullanpur,Rural/Agricultural,30.82026,76.69037,154.33,132.52,14.13,28.3,SAFE,0
TX-0290,Bathinda,Thermal/Industrial,30.21596,74.97855,257.93,237.72,7.83,15.7,SAFE,0
TX-0291,Jalandhar,Mixed Urban,31.36589,75.60445,303.96,275.58,9.34,18.7,SAFE,0
TX-0292,Ludhiana,Industrial/Urban,30.87654,75.83337,48.26,45.23,6.27,12.5,SAFE,0
TX-0293,Amritsar,Commercial/Old City,31.61622,74.83482,174.72,153.25,12.29,24.6,SAFE,0
TX-0294,Jalandhar,Mixed Urban,31.29166,75.53057,53.99,48.36,10.42,20.8,SAFE,0
TX-0295,Patiala,Residential/Institutional,30.34481,76.37577,86.18,79.72,7.49,15.0,SAFE,0
TX-0296,Patiala,Residential/Institutional,30.37849,76.40148,154.97,135.73,12.42,24.8,SAFE,0
TX-0297,Jalandhar,Mixed Urban,31.36789,75.55142,39.74,24.16,39.21,85.6,CRITICAL,1
TX-0298,Jalandhar,Mixed Urban,31.28139,75.55821,87.51,67.39,22.99,74.6,CRITICAL,1
TX-0299,Bathinda,Thermal/Industrial,30.22953,74.90469,62.83,54.81,12.76,25.5,SAFE,0
TX-0300,Bathinda,Thermal/Industrial,30.20234,74.97132,45.53,40.53,10.97,21.9,SAFE,0
TX-0301,Bathinda,Thermal/Industrial,30.17038,74.95322,50.62,45.41,10.3,20.6,SAFE,0
TX-0302,Ludhiana,Industrial/Urban,30.92517,75.89545,236.69,210.18,11.2,22.4,SAFE,0
TX-0303,Patiala,Residential/Institutional,30.32089,76.41113,75.71,68.89,9.01,18.0,SAFE,0
TX-0304,Bathinda,Thermal/Industrial,30.21487,74.94792,80.35,70.59,12.15,24.3,SAFE,0
TX-0305,Mullanpur,Rural/Agricultural,30.79605,76.66917,265.85,226.01,14.99,30.0,SAFE,0
TX-0306,Patiala,Residential/Institutional,30.38943,76.37373,48.25,44.34,8.11,16.2,SAFE,0
TX-0307,Amritsar,Commercial/Old City,31.62315,74.86356,246.83,223.17,9.58,19.2,SAFE,0
TX-0308,Jalandhar,Mixed Urban,31.35542,75.5355,167.95,146.62,12.7,25.4,SAFE,0
TX-0309,Bathinda,Thermal/Industrial,30.219,74.95165,230.76,204.92,11.2,22.4,SAFE,0
TX-0310,Patiala,Residential/Institutional,30.31678,76.4194,48.11,42.71,11.22,22.4,SAFE,0
TX-0311,Jalandhar,Mixed Urban,31.35449,75.59697,164.81,147.62,10.43,20.9,SAFE,0
TX-0312,Mullanpur,Rural/Agricultural,30.75392,76.6367,67.89,55.52,18.21,36.4,WARNING,0
TX-0313,Patiala,Residential/Institutional,30.36316,76.36684,43.77,38.6,11.81,23.6,SAFE,0
TX-0314,Patiala,Residential/Institutional,30.35839,76.43601,273.13,244.4,10.52,21.0,SAFE,0
TX-0315,Ludhiana,Industrial/Urban,30.90755,75.90526,113.68,100.71,11.41,22.8,SAFE,0
TX-0316,Bathinda,Thermal/Industrial,30.23077,74.98846,172.2,154.82,10.09,20.2,SAFE,0
TX-0317,Patiala,Residential/Institutional,30.32749,76.38307,326.74,294.59,9.84,19.7,SAFE,0
TX-0318,Mullanpur,Rural/Agricultural,30.78422,76.59828,143.77,118.27,17.74,35.5,WARNING,0
TX-0319,Mullanpur,Rural/Agricultural,30.72683,76.61582,241.33,199.65,17.27,34.5,WARNING,0
TX-0320,Jalandhar,Mixed Urban,31.27734,75.55447,65.03,58.78,9.61,19.2,SAFE,0
TX-0321,Jalandhar,Mixed Urban,31.35471,75.62368,321.2,279.29,13.05,26.1,SAFE,0
TX-0322,Jalandhar,Mixed Urban,31.29164,75.61151,116.01,86.77,25.2,84.9,CRITICAL,1
TX-0323,Ludhiana,Industrial/Urban,30.92819,75.81594,113.4,99.49,12.26,24.5,SAFE,0
TX-0324,Bathinda,Thermal/Industrial,30.16623,74.93738,303.93,262.39,13.67,27.3,SAFE,0
TX-0325,Bathinda,Thermal/Industrial,30.22642,74.91531,267.3,231.33,13.46,26.9,SAFE,0
TX-0326,Jalandhar,Mixed Urban,31.31095,75.53761,79.04,72.26,8.58,17.2,SAFE,0
TX-0327,Mullanpur,Rural/Agricultural,30.77722,76.64564,39.86,33.28,16.53,33.1,WARNING,0
TX-0328,Mullanpur,Rural/Agricultural,30.77598,76.65459,70.67,60.72,14.08,28.2,SAFE,0
TX-0329,Amritsar,Commercial/Old City,31.65042,74.84391,70.79,61.78,12.73,25.5,SAFE,0
TX-0330,Mullanpur,Rural/Agricultural,30.75016,76.672,81.8,70.89,13.34,26.7,SAFE,0
TX-0331,Ludhiana,Industrial/Urban,30.87114,75.83316,293.74,261.72,10.9,21.8,SAFE,0
TX-0332,Bathinda,Thermal/Industrial,30.22696,74.91166,63.64,54.92,13.7,27.4,SAFE,0
TX-0333,Amritsar,Commercial/Old City,31.6398,74.87755,283.38,185.93,34.39,83.9,CRITICAL,1
TX-0334,Mullanpur,Rural/Agricultural,30.75829,76.63847,136.35,110.07,19.27,38.5,WARNING,0
TX-0335,Jalandhar,Mixed Urban,31.32833,75.55491,320.96,288.76,10.03,20.1,SAFE,0
TX-0336,Ludhiana,Industrial/Urban,30.8906,75.89881,290.58,262.61,9.63,19.3,SAFE,0
TX-0337,Amritsar,Commercial/Old City,31.61568,74.90802,169.42,149.44,11.8,23.6,SAFE,0
TX-0338,Jalandhar,Mixed Urban,31.2962,75.54462,50.05,45.03,10.04,20.1,SAFE,0
TX-0339,Mullanpur,Rural/Agricultural,30.78263,76.60165,239.06,203.01,15.08,30.2,WARNING,0
TX-0340,Ludhiana,Industrial/Urban,30.89278,75.90571,49.9,43.67,12.48,25.0,SAFE,0
TX-0341,Amritsar,Commercial/Old City,31.62675,74.83852,155.96,142.4,8.69,17.4,SAFE,0
TX-0342,Jalandhar,Mixed Urban,31.36503,75.53414,54.9,49.45,9.93,19.9,SAFE,0
TX-0343,Mullanpur,Rural/Agricultural,30.77518,76.66432,350.47,220.84,36.99,78.8,CRITICAL,1
TX-0344,Amritsar,Commercial/Old City,31.66593,74.91028,61.56,53.02,13.87,27.7,SAFE,0
TX-0345,Mullanpur,Rural/Agricultural,30.79301,76.63531,67.13,55.14,17.87,35.7,WARNING,0
TX-0346,Ludhiana,Industrial/Urban,30.89455,75.86502,52.24,45.78,12.36,24.7,SAFE,0
TX-0347,Patiala,Residential/Institutional,30.29291,76.41083,66.4,61.65,7.15,14.3,SAFE,0
TX-0348,Mullanpur,Rural/Agricultural,30.80667,76.61602,233.3,197.81,15.21,30.4,WARNING,0
TX-0349,Amritsar,Commercial/Old City,31.63527,74.85283,116.38,103.4,11.15,22.3,SAFE,0
TX-0350,Jalandhar,Mixed Urban,31.36983,75.61332,163.67,141.02,13.84,27.7,SAFE,0
TX-0351,Patiala,Residential/Institutional,30.38052,76.40397,122.82,111.56,9.17,18.3,SAFE,0
TX-0352,Mullanpur,Rural/Agricultural,30.80756,76.64796,138.42,116.11,16.11,32.2,WARNING,0
TX-0353,Ludhiana,Industrial/Urban,30.8552,75.88129,86.92,77.71,10.6,21.2,SAFE,0
TX-0354,Mullanpur,Rural/Agricultural,30.81218,76.6687,52.2,33.26,36.29,85.7,CRITICAL,1
TX-0355,Jalandhar,Mixed Urban,31.35894,75.55435,140.79,128.43,8.78,17.6,SAFE,0
TX-0356,Jalandhar,Mixed Urban,31.28565,75.55039,296.6,256.97,13.36,26.7,SAFE,0
TX-0357,Bathinda,Thermal/Industrial,30.19072,74.92549,75.16,65.39,13.0,26.0,SAFE,0
TX-0358,Amritsar,Commercial/Old City,31.65078,74.88162,55.22,48.62,11.95,23.9,SAFE,0
TX-0359,Mullanpur,Rural/Agricultural,30.80056,76.59677,129.14,107.54,16.73,33.5,WARNING,0
TX-0360,Bathinda,Thermal/Industrial,30.16736,74.97864,143.26,127.91,10.71,21.4,SAFE,0
TX-0361,Ludhiana,Industrial/Urban,30.91792,75.89023,346.35,309.93,10.51,21.0,SAFE,0
TX-0362,Jalandhar,Mixed Urban,31.36707,75.57264,150.52,134.14,10.88,21.8,SAFE,0
TX-0363,Bathinda,Thermal/Industrial,30.22413,74.95467,48.17,44.25,8.16,16.3,SAFE,0
TX-0364,Jalandhar,Mixed Urban,31.31445,75.57497,64.41,57.27,11.07,22.1,SAFE,0
TX-0365,Ludhiana,Industrial/Urban,30.90163,75.87071,84.53,79.24,6.26,12.5,SAFE,0
TX-0366,Mullanpur,Rural/Agricultural,30.72566,76.6073,284.11,238.44,16.07,32.1,WARNING,0
TX-0367,Patiala,Residential/Institutional,30.30941,76.39798,44.84,40.27,10.19,20.4,SAFE,0
TX-0368,Ludhiana,Industrial/Urban,30.85177,75.82921,166.01,151.06,9.01,18.0,SAFE,0
TX-0369,Bathinda,Thermal/Industrial,30.2182,74.94677,114.84,100.36,12.61,25.2,SAFE,0
TX-0370,Ludhiana,Industrial/Urban,30.91271,75.81868,168.31,157.89,6.19,12.4,SAFE,0
TX-0371,Patiala,Residential/Institutional,30.29429,76.38196,129.58,117.35,9.44,18.9,SAFE,0
TX-0372,Jalandhar,Mixed Urban,31.36423,75.59329,47.54,41.19,13.35,26.7,SAFE,0
TX-0373,Jalandhar,Mixed Urban,31.35812,75.52636,112.13,97.12,13.39,26.8,SAFE,0
TX-0374,Ludhiana,Industrial/Urban,30.91138,75.87596,77.29,69.32,10.31,20.6,SAFE,0
TX-0375,Bathinda,Thermal/Industrial,30.1731,74.93739,339.24,307.4,9.39,18.8,SAFE,0
TX-0376,Ludhiana,Industrial/Urban,30.94517,75.87416,48.31,43.53,9.89,19.8,SAFE,0
TX-0377,Mullanpur,Rural/Agricultural,30.78471,76.68463,38.39,31.81,17.15,34.3,WARNING,0
TX-0378,Bathinda,Thermal/Industrial,30.25125,74.90214,350.88,309.42,11.82,23.6,SAFE,0
TX-0379,Jalandhar,Mixed Urban,31.3055,75.5748,43.33,25.75,40.58,76.0,CRITICAL,1
TX-0380,Ludhiana,Industrial/Urban,30.92392,75.87253,273.59,249.99,8.63,17.3,SAFE,0
TX-0381,Bathinda,Thermal/Industrial,30.18854,74.92613,74.89,67.55,9.8,19.6,SAFE,0
TX-0382,Patiala,Residential/Institutional,30.37556,76.42856,118.33,110.31,6.78,13.6,SAFE,0
TX-0383,Patiala,Residential/Institutional,30.34991,76.40746,45.88,42.31,7.78,15.6,SAFE,0
TX-0384,Jalandhar,Mixed Urban,31.28048,75.60239,121.89,107.02,12.2,24.4,SAFE,0
TX-0385,Jalandhar,Mixed Urban,31.27667,75.56479,138.22,121.08,12.4,24.8,SAFE,0
TX-0386,Bathinda,Thermal/Industrial,30.21411,74.97967,350.47,309.21,11.77,23.5,SAFE,0
TX-0387,Bathinda,Thermal/Industrial,30.2582,74.91835,288.7,199.67,30.84,71.1,CRITICAL,1
TX-0388,Mullanpur,Rural/Agricultural,30.81366,76.63472,113.49,95.36,15.98,32.0,WARNING,0
TX-0389,Mullanpur,Rural/Agricultural,30.7341,76.67685,54.55,44.31,18.77,37.5,WARNING,0
TX-0390,Jalandhar,Mixed Urban,31.37549,75.58074,41.09,28.37,30.96,80.8,CRITICAL,1
TX-0391,Mullanpur,Rural/Agricultural,30.77524,76.60871,46.01,39.29,14.6,29.2,SAFE,0
TX-0392,Patiala,Residential/Institutional,30.32542,76.41958,39.2,35.7,8.93,17.9,SAFE,0
TX-0393,Jalandhar,Mixed Urban,31.2995,75.60927,268.45,244.55,8.9,17.8,SAFE,0
TX-0394,Patiala,Residential/Institutional,30.30485,76.41858,275.43,159.07,42.25,87.5,CRITICAL,1
TX-0395,Ludhiana,Industrial/Urban,30.93025,75.85344,137.29,124.81,9.09,18.2,SAFE,0
TX-0396,Jalandhar,Mixed Urban,31.36669,75.53944,170.21,150.69,11.47,22.9,SAFE,0
TX-0397,Jalandhar,Mixed Urban,31.2798,75.60079,119.99,108.24,9.79,19.6,SAFE,0
TX-0398,Mullanpur,Rural/Agricultural,30.72455,76.69026,141.61,94.71,33.12,94.2,CRITICAL,1
TX-0399,Amritsar,Commercial/Old City,31.63314,74.87454,80.38,70.87,11.82,23.6,SAFE,0
TX-0400,Ludhiana,Industrial/Urban,30.88723,75.87987,55.05,48.79,11.38,22.8,SAFE,0
TX-0401,Jalandhar,Mixed Urban,31.35666,75.57385,118.99,106.08,10.85,21.7,SAFE,0
TX-0402,Ludhiana,Industrial/Urban,30.88084,75.83134,168.54,152.84,9.32,18.6,SAFE,0
TX-0403,Mullanpur,Rural/Agricultural,30.74317,76.6667,71.26,58.65,17.7,35.4,WARNING,0
TX-0404,Mullanpur,Rural/Agricultural,30.77382,76.65655,42.51,36.21,14.81,29.6,SAFE,0
TX-0405,Mullanpur,Rural/Agricultural,30.81684,76.59419,124.84,94.8,24.07,70.1,CRITICAL,1
TX-0406,Patiala,Residential/Institutional,30.36359,76.42031,36.67,31.98,12.79,25.6,SAFE,0
TX-0407,Jalandhar,Mixed Urban,31.34185,75.60281,313.6,280.38,10.59,21.2,SAFE,0
TX-0408,Amritsar,Commercial/Old City,31.59176,74.86305,56.78,49.93,12.07,24.1,SAFE,0
TX-0409,Mullanpur,Rural/Agricultural,30.80192,76.68807,56.19,45.72,18.65,37.3,WARNING,0
TX-0410,Amritsar,Commercial/Old City,31.59169,74.87236,63.75,57.73,9.44,18.9,SAFE,0
TX-0411,Amritsar,Commercial/Old City,31.62429,74.85183,334.52,299.72,10.4,20.8,SAFE,0
TX-0412,Mullanpur,Rural/Agricultural,30.74772,76.5955,142.49,118.04,17.16,34.3,WARNING,0
TX-0413,Bathinda,Thermal/Industrial,30.16437,74.91696,153.46,133.39,13.08,26.2,SAFE,0
TX-0414,Mullanpur,Rural/Agricultural,30.76649,76.67544,58.3,49.8,14.57,29.1,SAFE,0
TX-0415,Jalandhar,Mixed Urban,31.29947,75.55652,147.36,134.2,8.93,17.9,SAFE,0
TX-0416,Amritsar,Commercial/Old City,31.62414,74.83816,60.28,54.95,8.85,17.7,SAFE,0
TX-0417,Jalandhar,Mixed Urban,31.31624,75.53647,45.58,41.12,9.8,19.6,SAFE,0
TX-0418,Mullanpur,Rural/Agricultural,30.81067,76.65163,224.49,184.49,17.82,35.6,WARNING,0
TX-0419,Bathinda,Thermal/Industrial,30.25409,74.97817,129.31,117.23,9.34,18.7,SAFE,0
TX-0420,Jalandhar,Mixed Urban,31.36672,75.6205,170.24,145.95,14.27,28.5,SAFE,0
TX-0421,Bathinda,Thermal/Industrial,30.1726,74.89973,43.09,37.98,11.88,23.8,SAFE,0
TX-0422,Amritsar,Commercial/Old City,31.59791,74.84772,154.65,93.56,39.5,96.6,CRITICAL,1
TX-0423,Ludhiana,Industrial/Urban,30.88081,75.81784,152.6,115.35,24.41,84.0,CRITICAL,1
TX-0424,Jalandhar,Mixed Urban,31.36258,75.5738,250.74,224.65,10.4,20.8,SAFE,0
TX-0425,Jalandhar,Mixed Urban,31.3619,75.5448,51.86,46.99,9.38,18.8,SAFE,0
TX-0426,Ludhiana,Industrial/Urban,30.93798,75.88035,62.9,56.64,9.95,19.9,SAFE,0
TX-0427,Amritsar,Commercial/Old City,31.62347,74.91538,318.54,278.11,12.69,25.4,SAFE,0
TX-0428,Bathinda,Thermal/Industrial,30.22922,74.94232,53.23,48.07,9.69,19.4,SAFE,0
TX-0429,Ludhiana,Industrial/Urban,30.93333,75.8855,40.67,38.2,6.1,12.2,SAFE,0
TX-0430,Bathinda,Thermal/Industrial,30.25211,74.97933,37.79,33.82,10.5,21.0,SAFE,0
TX-0431,Mullanpur,Rural/Agricultural,30.77419,76.65281,316.78,274.74,13.27,26.5,SAFE,0
TX-0432,Amritsar,Commercial/Old City,31.65175,74.85349,258.21,234.05,9.35,18.7,SAFE,0
TX-0433,Jalandhar,Mixed Urban,31.28856,75.52789,136.49,123.95,9.18,18.4,SAFE,0
TX-0434,Bathinda,Thermal/Industrial,30.19518,74.9694,134.28,124.46,7.31,14.6,SAFE,0
TX-0435,Patiala,Residential/Institutional,30.3561,76.39174,332.42,290.74,12.54,25.1,SAFE,0
TX-0436,Ludhiana,Industrial/Urban,30.91161,75.83641,43.3,40.52,6.43,12.9,SAFE,0
TX-0437,Ludhiana,Industrial/Urban,30.94474,75.86763,50.35,47.14,6.38,12.8,SAFE,0
TX-0438,Amritsar,Commercial/Old City,31.68302,74.84622,350.89,299.11,14.76,29.5,SAFE,0
TX-0439,Jalandhar,Mixed Urban,31.35369,75.5467,62.27,54.77,12.05,24.1,SAFE,0
TX-0440,Amritsar,Commercial/Old City,31.61551,74.84992,51.63,45.94,11.02,22.0,SAFE,0
TX-0441,Jalandhar,Mixed Urban,31.34028,75.60719,170.72,151.85,11.05,22.1,SAFE,0
TX-0442,Ludhiana,Industrial/Urban,30.92,75.87631,56.25,51.24,8.91,17.8,SAFE,0
TX-0443,Mullanpur,Rural/Agricultural,30.76266,76.62349,63.74,52.64,17.42,34.8,WARNING,0
TX-0444,Bathinda,Thermal/Industrial,30.22309,74.98837,70.71,63.56,10.11,20.2,SAFE,0
TX-0445,Mullanpur,Rural/Agricultural,30.77719,76.6797,250.78,204.42,18.48,37.0,WARNING,0
TX-0446,Patiala,Residential/Institutional,30.36911,76.42228,308.37,274.95,10.84,21.7,SAFE,0
TX-0447,Jalandhar,Mixed Urban,31.37548,75.59737,72.72,64.73,10.98,22.0,SAFE,0
TX-0448,Amritsar,Commercial/Old City,31.64336,74.82961,56.42,48.58,13.89,27.8,SAFE,0
TX-0449,Bathinda,Thermal/Industrial,30.25179,74.98987,137.29,76.55,44.24,81.0,CRITICAL,1
TX-0450,Amritsar,Commercial/Old City,31.63169,74.89413,126.85,109.63,13.58,27.2,SAFE,0
TX-0451,Jalandhar,Mixed Urban,31.33251,75.60336,75.3,65.43,13.1,26.2,SAFE,0
TX-0452,Jalandhar,Mixed Urban,31.36862,75.54907,114.95,104.42,9.16,18.3,SAFE,0
TX-0453,Patiala,Residential/Institutional,30.31518,76.36148,44.97,41.62,7.47,14.9,SAFE,0
TX-0454,Ludhiana,Industrial/Urban,30.86638,75.90631,87.78,78.17,10.95,21.9,SAFE,0
TX-0455,Ludhiana,Industrial/Urban,30.91454,75.81637,85.39,55.27,35.27,80.0,CRITICAL,1
TX-0456,Amritsar,Commercial/Old City,31.68324,74.86093,42.51,38.23,10.06,20.1,SAFE,0
TX-0457,Amritsar,Commercial/Old City,31.67174,74.91974,144.38,131.74,8.75,17.5,SAFE,0
TX-0458,Amritsar,Commercial/Old City,31.67963,74.83712,260.16,168.12,35.38,82.2,CRITICAL,1
TX-0459,Patiala,Residential/Institutional,30.33255,76.36953,130.08,113.8,12.51,25.0,SAFE,0
TX-0460,Amritsar,Commercial/Old City,31.67326,74.86424,329.36,289.71,12.04,24.1,SAFE,0
TX-0461,Bathinda,Thermal/Industrial,30.22011,74.91411,150.0,132.85,11.43,22.9,SAFE,0
TX-0462,Patiala,Residential/Institutional,30.2967,76.43098,44.55,39.17,12.07,24.1,SAFE,0
TX-0463,Bathinda,Thermal/Industrial,30.23367,74.97289,307.8,267.8,12.99,26.0,SAFE,0
TX-0464,Bathinda,Thermal/Industrial,30.18925,74.93802,43.18,38.53,10.76,21.5,SAFE,0
TX-0465,Bathinda,Thermal/Industrial,30.20266,74.94775,49.86,45.56,8.62,17.2,SAFE,0
TX-0466,Bathinda,Thermal/Industrial,30.19139,74.91854,115.32,104.58,9.32,18.6,SAFE,0
TX-0467,Patiala,Residential/Institutional,30.3561,76.41109,50.58,44.25,12.52,25.0,SAFE,0
TX-0468,Bathinda,Thermal/Industrial,30.23226,74.97718,60.01,51.73,13.8,27.6,SAFE,0
TX-0469,Jalandhar,Mixed Urban,31.37449,75.60162,46.22,41.38,10.47,20.9,SAFE,0
TX-0470,Amritsar,Commercial/Old City,31.65493,74.83903,145.13,126.86,12.58,25.2,SAFE,0
TX-0471,Mullanpur,Rural/Agricultural,30.74763,76.65346,304.92,254.18,16.64,33.3,WARNING,0
TX-0472,Ludhiana,Industrial/Urban,30.90239,75.85819,348.47,323.96,7.03,14.1,SAFE,0
TX-0473,Patiala,Residential/Institutional,30.37015,76.3491,79.33,72.6,8.48,17.0,SAFE,0
TX-0474,Patiala,Residential/Institutional,30.29499,76.35112,66.74,38.91,41.7,89.6,CRITICAL,1
TX-0475,Jalandhar,Mixed Urban,31.34311,75.56973,287.52,261.47,9.06,18.1,SAFE,0
TX-0476,Jalandhar,Mixed Urban,31.31444,75.52872,239.92,211.12,12.0,24.0,SAFE,0
TX-0477,Amritsar,Commercial/Old City,31.62777,74.8458,144.07,126.82,11.97,23.9,SAFE,0
TX-0478,Patiala,Residential/Institutional,30.33276,76.36778,334.42,294.62,11.9,23.8,SAFE,0
TX-0479,Patiala,Residential/Institutional,30.38505,76.35957,167.38,152.79,8.71,17.4,SAFE,0
TX-0480,Amritsar,Commercial/Old City,31.67114,74.88957,36.71,31.36,14.58,29.2,SAFE,0
TX-0481,Amritsar,Commercial/Old City,31.66728,74.91291,63.92,57.71,9.71,19.4,SAFE,0
TX-0482,Jalandhar,Mixed Urban,31.30476,75.55688,138.35,94.21,31.9,94.6,CRITICAL,1
TX-0483,Bathinda,Thermal/Industrial,30.16784,74.97388,58.69,51.82,11.7,23.4,SAFE,0
TX-0484,Patiala,Residential/Institutional,30.29546,76.37429,349.7,309.6,11.47,22.9,SAFE,0
TX-0485,Mullanpur,Rural/Agricultural,30.7992,76.67183,37.32,31.8,14.8,29.6,SAFE,0
TX-0486,Amritsar,Commercial/Old City,31.67547,74.82345,72.6,61.85,14.81,29.6,SAFE,0
TX-0487,Bathinda,Thermal/Industrial,30.2589,74.95105,78.55,71.04,9.55,19.1,SAFE,0
TX-0488,Jalandhar,Mixed Urban,31.2834,75.58675,71.46,64.41,9.87,19.7,SAFE,0
TX-0489,Amritsar,Commercial/Old City,31.65298,74.83669,116.93,99.76,14.68,29.4,SAFE,0
TX-0490,Patiala,Residential/Institutional,30.33284,76.40648,151.91,139.09,8.44,16.9,SAFE,0
TX-0491,Amritsar,Commercial/Old City,31.65438,74.85963,155.27,135.91,12.47,24.9,SAFE,0
TX-0492,Ludhiana,Industrial/Urban,30.90358,75.83225,83.72,63.26,24.44,74.3,CRITICAL,1
TX-0493,Patiala,Residential/Institutional,30.36345,76.4252,161.43,146.69,9.13,18.3,SAFE,0
TX-0494,Bathinda,Thermal/Industrial,30.20182,74.89704,343.84,297.74,13.41,26.8,SAFE,0
TX-0495,Amritsar,Commercial/Old City,31.6239,74.90628,79.66,69.45,12.82,25.6,SAFE,0
TX-0496,Amritsar,Commercial/Old City,31.58483,74.86566,168.96,145.74,13.75,27.5,SAFE,0
TX-0497,Jalandhar,Mixed Urban,31.31944,75.59854,87.88,77.73,11.55,23.1,SAFE,0
TX-0498,Ludhiana,Industrial/Urban,30.8752,75.87871,307.71,288.25,6.33,12.7,SAFE,0
TX-0499,Jalandhar,Mixed Urban,31.27737,75.55104,35.6,30.64,13.92,27.8,SAFE,0
TX-0500,Patiala,Residential/Institutional,30.33569,76.41017,75.11,68.26,9.12,18.2,SAFE,0
TX-0501,Amritsar,Commercial/Old City,31.6725,74.86063,343.39,309.73,9.8,19.6,SAFE,0
TX-0502,Amritsar,Commercial/Old City,31.63536,74.84764,145.37,129.51,10.91,21.8,SAFE,0
TX-0503,Ludhiana,Industrial/Urban,30.87162,75.88727,129.21,113.93,11.82,23.6,SAFE,0
TX-0504,Ludhiana,Industrial/Urban,30.8545,75.88604,76.17,68.11,10.59,21.2,SAFE,0
TX-0505,Amritsar,Commercial/Old City,31.63394,74.8758,171.92,148.09,13.86,27.7,SAFE,0
TX-0506,Mullanpur,Rural/Agricultural,30.79961,76.65318,41.35,35.82,13.37,26.7,SAFE,0
TX-0507,Mullanpur,Rural/Agricultural,30.72393,76.6143,50.69,41.94,17.26,34.5,WARNING,0
TX-0508,Ludhiana,Industrial/Urban,30.9434,75.81849,36.7,32.91,10.32,20.6,SAFE,0
